Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	tree_length
0	-626.863	-895.1386	268.2755	0.0161021	0.0109118	0.0453655	0.0450505	0.0226876	0.00559452	0.0823189	0.00970808	0.0174148	0.0237341	0.000703506	0.0310696	0.000723799	0.00261922	0.0473408	0.0109997	0.0167851	0.0416674	0.0136177	0.0476787	0.0390427	0.00224095	0.0072028	0.0434104	0.019675	0.0238318	0.0158954	0.0366117	0.0226183	0.00446072	0.00699992	0.066387	0.0300517	0.0154506	0.0110724	0.0312517	0.109861	0.0495099	0.0355433	0.0331185	0.00375271	0.0163045	0.00692984	0.0204143	0.00730022	0.00906162	0.0295219	0.0744821	0.00310526	0.00392034	0.0290871	0.017594	0.0812287	0.0212076	0.0158504	0.00927951	0.0167366	0.0257823	0.00976949	0.0136089	0.00944597	0.0317531	0.0455002	0.0122154	0.0218114	0.0329973	0.00947195	0.03277	0.0069717	0.0136607	0.00633116	0.0179679	0.0375785	0.0377605	0.0710608	0.0780509	0.066046	0.0792146	0.00131856	0.0114957	0.0616488	0.0406647	0.00728295	0.0560138	0.0100311	6.79152e-05	0.0215967	0.0191774	0.011192	0.0113892	0.00132396	0.0925198	0.0656013	0.00504694	0.00189893	0.0234015	0.0249862	0.0252674	0.0333431	0.0199674	0.0210151	0.00562075	0.0420744	0.0276261	0.0217815	0.0210311	0.00733859	0.0198471	0.0140581	0.00509002	0.046543	0.0828999	0.0219581	0.0152367	0.00998405	0.0215147	0.0218799	0.0459444	0.0433735	0.056607	0.0234838	0.00660329	0.0479284	0.0518025	0.0776623	0.0199682	0.0468944	0.00134655	0.00642154	0.0267254	0.0234428	0.0251269	0.0934018	0.0393283	0.0120039	0.00749707	0.016978	0.00618454	0.0189949	0.197372	1.40131	0.22575	0.483908	0.797355	1.25415	2.06651	4.42967	1.076162	0.07042375	0.00427075	0.00289414	0.0120322	0.0119487	0.00601742	0.00148383	0.0218334	0.00257486	0.0046189	0.00629498	0.00018659	0.00824055	0.000191972	0.000694694	0.0125561	0.00291744	0.00445189	0.0110514	0.0036118	0.0126458	0.0103553	0.000594364	0.00191039	0.0115137	0.00521837	0.00632088	0.00421591	0.00971049	0.00599902	0.00118311	0.00185658	0.0176077	0.00797058	0.00409794	0.00293671	0.00828884	0.0291383	0.0131315	0.00942712	0.00878398	0.000995327	0.00432442	0.00183799	0.00541446	0.00193623	0.0024034	0.00783007	0.0197548	0.000823606	0.00103979	0.00771475	0.00466645	0.0215442	0.00562486	0.00420399	0.00246119	0.00443903	0.00683822	0.00259115	0.00360946	0.00250534	0.00842183	0.012068	0.00323989	0.005785	0.00875184	0.00251223	0.00869156	0.00184909	0.00362321	0.00167921	0.00476561	0.00996689	0.0100152	0.0188474	0.0207014	0.0175173	0.02101	0.00034972	0.00304899	0.016351	0.0107854	0.00193165	0.0148565	0.00266055	1.80131e-05	0.00572808	0.00508641	0.00296843	0.00302073	0.000351152	0.0245389	0.0173994	0.00133859	0.00050365	0.00620675	0.00662706	0.00670166	0.00884355	0.00529594	0.0055738	0.00149079	0.0111593	0.00732725	0.00577708	0.00557805	0.0019464	0.00526401	0.00372862	0.00135002	0.0123446	0.0219875	0.00582392	0.00404121	0.00264806	0.00570633	0.00580318	0.0121858	0.0115039	0.0150138	0.00622859	0.00175138	0.012712	0.0137395	0.0205983	0.00529614	0.0124378	0.000357143	0.00170318	0.00708836	0.0062177	0.00666439	0.0247729	0.010431	0.00318378	0.00198844	0.00450305	0.00164032	0.005038	3.770329
36	-624.1592	-892.7635	268.6043	0.0435813	0.000840864	0.0424034	0.0291991	0.0673639	0.00643985	0.0147264	0.00608181	0.0166885	0.0474949	0.00627423	0.03496	0.0105333	0.00479284	0.036052	0.0325106	0.0147749	0.0161397	0.0132476	0.0245518	0.0200944	0.00421461	0.0232977	0.0926528	0.0272222	0.0364878	0.00694658	0.0321894	0.00686113	0.000609931	0.00752605	0.00599034	0.0104866	0.00350456	0.0167447	0.0179048	0.120824	0.0389667	0.0373595	0.0380019	0.00176329	0.00488987	0.00751006	0.0108417	0.0070605	0.00488694	0.0161904	0.0446357	0.0185066	0.0226991	0.025803	0.00784538	0.0263331	0.0326338	0.00275751	0.0430011	0.00543048	0.0168079	0.00744083	0.0122414	0.0107311	0.0789336	0.0249646	0.0219091	0.00306466	0.0211295	0.0598032	0.00255874	0.00179905	0.00816836	0.0183912	0.00465747	0.0101738	0.0287562	0.0234464	0.0576411	0.0854605	0.0480562	0.000353407	0.0189821	0.069773	0.0140494	0.00163223	0.0303323	0.00151915	5.32909e-05	0.0118674	0.0136047	0.000909767	0.00077896	0.000818937	0.0451053	0.0435748	0.00602077	0.0490586	0.0523116	0.0167688	0.00702665	0.0131495	0.00792093	0.0745389	0.00252539	0.0489144	0.0322374	0.00262543	0.015179	0.0169705	0.014575	0.0129134	0.0318306	0.0170994	0.0225884	0.0128201	0.0239287	0.0379908	0.0241116	0.0139226	0.0503649	0.043174	0.0282536	0.0184964	0.0133059	0.0966853	0.0240784	0.0295247	0.0179619	0.0543251	0.0547609	0.00307756	0.0291348	0.0433402	0.00909334	0.0506746	0.0452055	0.0286974	0.0149099	0.0313204	0.0127966	0.00456653	0.386655	1.30667	0.208209	0.465191	0.787602	1.26968	2.14966	4.80286	1.134647	0.147954	0.0129722	0.000250287	0.0126216	0.00869125	0.0200512	0.00191685	0.00438338	0.00181028	0.00496741	0.0141371	0.00186755	0.010406	0.00313529	0.00142661	0.010731	0.00967692	0.00439782	0.00480406	0.00394322	0.00730795	0.00598119	0.0012545	0.00693467	0.0275785	0.00810281	0.0108608	0.00206768	0.00958133	0.00204225	0.000181549	0.00224016	0.00178305	0.00312138	0.00104315	0.00498414	0.00532946	0.0359638	0.0115986	0.0111202	0.0113114	0.000524853	0.00145549	0.0022354	0.00322707	0.00210159	0.00145462	0.00481913	0.013286	0.00550856	0.00675649	0.00768039	0.00233522	0.00783818	0.00971361	0.000820787	0.0127995	0.00161641	0.00500295	0.0022148	0.00364372	0.00319415	0.023495	0.00743084	0.00652134	0.00091221	0.0062893	0.0178007	0.00076162	0.000535496	0.00243135	0.00547423	0.00138632	0.00302827	0.00855942	0.00697892	0.0171571	0.0254377	0.0143042	0.000105193	0.00565011	0.0207683	0.00418188	0.00048584	0.00902854	0.000452183	1.58623e-05	0.00353239	0.00404949	0.000270797	0.000231861	0.000243761	0.0134258	0.0129702	0.00179211	0.0146025	0.0155708	0.00499132	0.00209152	0.00391401	0.0023577	0.0221869	0.000751696	0.0145596	0.00959561	0.000781472	0.0045181	0.00505135	0.00433831	0.00384374	0.00947453	0.00508972	0.00672356	0.00381597	0.00712249	0.0113082	0.00717694	0.00414412	0.0149914	0.0128509	0.00840983	0.00550554	0.00396056	0.0287788	0.00716704	0.00878816	0.00534643	0.0161701	0.0162998	0.00091605	0.00867211	0.0129004	0.00270668	0.0150835	0.0134556	0.00854192	0.00443801	0.00932268	0.00380895	0.00135925	3.359597
72	-625.8513	-895.6592	269.808	0.0102795	0.00400599	0.0347261	0.0216112	0.0316179	0.00987595	0.0431529	0.000376748	0.00597921	0.0296551	0.0118852	0.01992	0.0261143	0.00641746	0.00683345	0.00452261	0.0347607	0.0247947	0.046871	0.00402107	0.0106548	0.00745157	0.00503362	0.0670386	0.00147116	0.0512924	0.00527285	0.0257985	0.0234112	3.94945e-06	0.0241805	0.0043632	0.0159502	0.00223863	0.0138445	0.00323008	0.0585967	0.0167271	0.0318086	0.0218369	0.00535986	0.0314821	0.00550942	0.0273185	0.00604117	0.00103085	0.0244453	0.0156465	0.0142896	0.00858092	0.00396292	0.0015626	0.0385704	0.0306443	0.00706838	0.00376921	0.00143953	0.0137385	0.00573249	0.003948	0.0195594	0.0426266	0.0196578	0.0337458	0.01224	0.0153469	0.0206699	0.0186715	0.001988	0.00595126	0.0131882	0.0109057	0.000849786	0.0345608	0.0527916	0.0258322	0.0762418	0.0534346	0.0272729	0.03666	0.0251507	0.0184535	0.0089287	0.00284372	0.00432875	0.00526876	0.0156782	0.0172522	0.000645765	0.00018677	0.00787231	0.015515	0.0123995	0.00470002	0.00411697	0.00586442	0.0348838	0.00970503	0.00847634	0.00893044	0.0336174	0.0235433	0.0366243	0.0388198	0.0278768	0.000364304	0.0308575	0.00538176	0.0105268	0.00116409	0.0156192	0.00415601	0.0292489	0.0129865	0.00561096	0.00397926	0.0465598	0.0193383	0.00143388	0.00652959	0.00779902	0.00495411	0.00404525	0.00660275	0.0835789	0.0253795	0.00740132	0.00318057	0.021161	0.001802	0.0311255	0.00559611	0.0410669	0.0316749	0.0228501	0.0196253	0.00684709	0.0160803	0.0127164	0.41941	1.2903	0.150333	0.39687	0.749524	1.33418	2.51972	6.65188	1.370143	0.1625246	0.00418057	0.00162919	0.0141227	0.00878902	0.0128586	0.00401643	0.0175498	0.000153219	0.00243167	0.0120604	0.00483358	0.00810122	0.0106204	0.0026099	0.00277908	0.00183929	0.0141367	0.0100837	0.0190619	0.00163532	0.00433318	0.00303046	0.00204711	0.0272638	0.000598302	0.02086	0.0021444	0.0104919	0.00952107	1.6062e-06	0.00983393	0.00177446	0.00648674	0.000910424	0.00563037	0.00131363	0.0238306	0.00680271	0.0129362	0.00888082	0.00217979	0.0128034	0.00224062	0.0111101	0.00245687	0.000419236	0.00994162	0.00636323	0.00581141	0.00348976	0.00161167	0.000635492	0.0156861	0.0124627	0.00287463	0.00153289	0.000585438	0.00558728	0.00233134	0.0016056	0.00795456	0.0173357	0.00799459	0.013724	0.00497786	0.0062414	0.00840619	0.00759347	0.000808495	0.00242031	0.00536349	0.00443523	0.000345598	0.0140554	0.0214697	0.0105056	0.0310066	0.0217312	0.0110916	0.0149092	0.0102285	0.0075048	0.00363119	0.00115651	0.00176045	0.00214274	0.00637614	0.00701628	0.000262625	7.5957e-05	0.00320157	0.00630976	0.00504275	0.00191144	0.00167432	0.00238499	0.0141868	0.00394692	0.00344722	0.0036319	0.0136718	0.00957478	0.0148947	0.0157876	0.0113372	0.000148158	0.0125494	0.0021887	0.00428111	0.000473421	0.00635216	0.0016902	0.0118952	0.00528147	0.00228191	0.00161832	0.0189353	0.00786466	0.000583143	0.00265551	0.00317177	0.00201478	0.00164516	0.00268526	0.0339905	0.0103215	0.00301003	0.0012935	0.00860591	0.00073285	0.0126584	0.00227587	0.0167014	0.0128818	0.00929288	0.00798138	0.00278463	0.00653965	0.00517159	2.458888
108	-637.9251	-909.0959	271.1708	0.0157083	0.00411512	0.0199061	0.0117676	0.00844054	0.00089981	0.00676106	0.000886967	0.00101002	0.00139341	0.00820564	0.0249891	0.00636676	0.00897437	0.0127986	0.00471398	0.00487894	0.000998475	0.0149535	0.00970673	0.00504566	0.00566591	0.000323339	0.0237903	0.00652386	0.0269588	0.00433465	0.0143215	0.014517	0.00150549	0.00259859	0.0157818	0.0109282	0.00926784	0.0118126	0.0028002	0.0385217	0.0291345	0.0173681	0.00500624	0.00780304	0.0146154	0.00810377	0.0187598	0.0096038	0.00159518	0.00079106	0.00965836	0.0168712	0.00770024	0.023934	0.00801912	0.0182832	0.0125947	0.0145754	0.00263657	0.00429181	0.00500002	0.00188221	0.0026576	0.00355174	0.0364617	0.0366327	0.00523927	0.00117095	0.00382866	0.0325995	0.00473073	0.00247864	0.0112969	0.00550487	0.00589817	0.00230381	0.0174698	0.00840458	0.0109344	0.0294657	0.00432462	0.000536289	0.0262201	0.0134899	0.00422066	0.00618865	0.0266131	0.00298988	0.00328691	0.000749508	0.0064762	0.00152392	1.50421e-05	0.00768234	0.00120284	0.0309216	0.00423932	0.0029854	0.00348796	0.0140626	0.0238558	0.00813561	0.0335644	0.00155757	0.0069913	0.030191	0.0287576	0.0143358	0.0025529	0.0252361	0.00930765	0.00206006	0.0398729	0.00232868	0.002887	0.0229448	0.0148124	0.0236053	0.00819198	0.0324992	0.00476634	0.00243338	0.00151979	0.00135783	0.000455402	0.00419462	0.0113959	0.0168146	0.0199718	0.00650421	0.00437879	0.0159819	0.00220182	0.0133706	0.00314316	0.0571619	0.0271209	0.00945104	0.00382471	0.00894155	0.00337175	0.00283317	0.282065	1.35897	0.109289	0.339712	0.714028	1.40051	2.94367	9.15008	1.600703	0.1037791	0.0102192	0.00267715	0.0129502	0.00765557	0.0054911	0.000585384	0.0043985	0.000577028	0.000657084	0.000906502	0.00533829	0.016257	0.00414198	0.00583839	0.00832629	0.00306674	0.00317406	0.000649571	0.0097282	0.00631484	0.00328252	0.00368603	0.000210352	0.0154771	0.00424418	0.0175384	0.00281996	0.00931707	0.0094442	0.000979415	0.00169055	0.010267	0.00710948	0.00602932	0.00768486	0.00182171	0.0250608	0.0189538	0.011299	0.00325688	0.00507637	0.00950822	0.00527201	0.0122044	0.00624788	0.00103777	0.000514635	0.00628337	0.0109758	0.00500949	0.0155706	0.00521694	0.0118944	0.00819367	0.00948222	0.00171526	0.00279209	0.00325283	0.0012245	0.00172894	0.00231063	0.0237206	0.0238319	0.00340848	0.000761779	0.00249078	0.021208	0.00307764	0.00161251	0.00734936	0.00358127	0.00383713	0.00149878	0.0113652	0.00546771	0.00711353	0.0191693	0.00281344	0.00034889	0.0170578	0.00877604	0.00274581	0.0040261	0.0173135	0.0019451	0.00213835	0.000487602	0.00421317	0.000991407	9.78584e-06	0.00499785	0.000782521	0.0201165	0.00275795	0.00194219	0.00226914	0.00914858	0.0155197	0.00529273	0.0218358	0.0010133	0.00454828	0.0196411	0.0187086	0.00932636	0.00166082	0.0164177	0.00605521	0.0013402	0.0259398	0.00151496	0.00187817	0.014927	0.00963639	0.0153567	0.0053294	0.0211428	0.00310081	0.00158307	0.00098872	0.000883353	0.000296268	0.00272887	0.00741375	0.010939	0.0129929	0.0042314	0.00284868	0.0103972	0.00143242	0.00869844	0.00204483	0.0371874	0.0176439	0.0061485	0.00248822	0.00581704	0.00219353	0.00184316	1.53713
144	-629.8298	-899.3261	269.4963	0.0143492	0.0087218	0.0504965	0.0671375	0.0126778	0.0027967	0.0304841	0.00162844	0.00556073	0.0351424	0.0431788	0.0522816	0.00378785	0.0169182	0.0114085	0.00728769	0.00391351	0.0207358	0.00924771	0.0140654	0.00187287	0.010945	0.00240779	0.0428501	0.0292651	0.0431292	0.0190924	0.0443204	0.0191617	0.0297791	0.00964958	0.00149607	0.0248927	0.0135088	0.0153724	0.0250133	0.0630163	0.0497129	0.022015	0.0181384	0.000190779	0.0103013	0.00362238	0.0249353	0.0356922	0.0211755	0.0253552	0.0413698	0.0229211	0.00476993	0.0378444	0.00855038	0.0381567	0.0134448	0.0312697	0.0404492	0.0218224	0.0619882	0.000350487	0.00344499	0.000510345	0.101279	0.0196565	0.000285569	0.0105735	0.0236053	0.0191481	0.0148829	0.00363371	0.00999822	0.0182964	0.0184969	0.00839835	0.0225152	0.0178298	0.0710352	0.0422714	0.0408653	0.00767753	0.0137209	0.0100084	0.0546686	0.0148804	0.00997528	0.0149386	0.00699189	0.0142431	0.00685503	0.0219099	0.00071637	0.0284838	0.0360588	0.0208834	0.0140894	0.0115121	0.0140686	0.0135196	0.0174366	0.0126712	0.0398593	0.0213545	0.0120511	0.0542848	0.0213995	0.00899392	1.46049e-05	0.0387216	0.00363588	0.00556795	0.00732793	0.00564131	0.00211972	0.0115878	0.0267669	0.0169208	0.0175007	0.037173	0.00527469	0.0106179	0.0377708	0.0251398	0.0100283	0.00380704	0.00756548	0.0290472	0.0194069	0.0347445	0.0139332	0.00936959	0.00800355	0.022618	0.00817202	0.0939402	0.0184924	0.000134672	0.0125993	0.00723926	0.0106377	0.0265322	0.283362	1.35832	0.186137	0.440449	0.774287	1.29151	2.27041	5.37238	1.215674	0.1043062	0.00498289	0.00302872	0.0175353	0.0233141	0.00440246	0.000971177	0.0105859	0.000565491	0.00193101	0.0122035	0.0149942	0.0181552	0.00131536	0.00587498	0.00396171	0.00253071	0.001359	0.00720067	0.00321134	0.00488432	0.000650369	0.00380073	0.000836125	0.0148801	0.0101625	0.014977	0.00662999	0.0153906	0.00665406	0.010341	0.0033509	0.000519522	0.00864419	0.00469103	0.00533819	0.00868609	0.0218829	0.0172632	0.0076449	0.00629871	6.62497e-05	0.00357722	0.0012579	0.00865899	0.0123944	0.00735336	0.00880482	0.014366	0.00795953	0.0016564	0.0131418	0.00296919	0.0132502	0.00466883	0.0108587	0.0140463	0.00757801	0.0215259	0.00012171	0.0011963	0.000177222	0.0351701	0.00682588	9.9166e-05	0.00367173	0.00819713	0.00664934	0.00516822	0.00126184	0.00347196	0.00635358	0.00642321	0.0029164	0.00781858	0.00619153	0.0246676	0.0146791	0.0141908	0.00266609	0.0047647	0.00347549	0.0189841	0.00516736	0.003464	0.00518755	0.00242799	0.00494604	0.00238047	0.00760839	0.000248766	0.00989125	0.0125217	0.00725193	0.00489264	0.00399766	0.00488542	0.00469478	0.00605502	0.00440016	0.0138415	0.00741554	0.00418483	0.0188508	0.00743115	0.00312321	5.07168e-06	0.0134464	0.00126259	0.00193352	0.00254469	0.00195899	0.000736089	0.00402395	0.00929502	0.0058759	0.00607726	0.0129086	0.00183168	0.00368714	0.0131162	0.00873	0.00348242	0.00132203	0.00262717	0.0100869	0.0067392	0.0120653	0.00483842	0.00325367	0.0027793	0.00785427	0.0028378	0.0326215	0.00642164	4.67661e-05	0.00437522	0.00251389	0.00369401	0.00921352	2.879701
180	-638.6599	-908.9583	270.2984	0.00782369	0.0146574	0.0257842	0.0031593	0.00490877	0.0156401	0.0124518	0.00315971	0.00362566	0.00893763	0.0126071	0.00823705	0.00370337	0.0133464	0.00331816	0.00300093	0.0321171	0.0279894	0.00746818	0.0249964	0.00902961	0.001477	0.00217871	0.0435378	0.00655912	0.0366413	0.00470656	0.0310787	0.0162512	0.011995	0.0166186	0.00467458	0.0357905	0.00123861	0.0241923	0.00950681	0.0417186	0.0455684	0.0132934	0.0379678	1.34712e-05	0.0158561	0.0103206	0.0183478	0.0138002	0.00303969	0.0135676	0.0129796	0.0159283	0.0115609	0.0212926	0.0012858	0.0292322	0.00777055	0.0207988	0.0207469	0.00471113	0.0178367	3.61757e-05	0.00264529	0.00503925	0.0317295	0.0223382	0.00306407	0.00443652	0.00399874	0.00599915	0.00207158	0.00518224	0.00409887	0.00320785	0.00529592	0.000746593	0.0238748	0.000752274	0.0248867	0.0350745	0.0127924	0.000428864	0.0025089	0.0172069	0.0164603	0.0134858	0.0439435	0.0177774	0.00604758	0.000804616	0.0102712	0.0126525	0.00711489	0.00964805	0.0295855	0.0056993	0.0145658	0.00055972	0.00755232	0.0150516	0.0102553	0.00172696	0.0151131	0.0251225	0.00489469	0.0207539	0.0135893	0.0203328	1.20892e-06	0.00425549	0.0142341	0.0133607	0.00672574	0.000976084	0.00425247	0.0034242	0.00764139	0.0623731	0.022616	0.00682526	0.00839907	0.0253513	0.011535	0.00366913	0.0111295	0.000184593	0.0114837	0.0457642	0.00165819	0.0226974	0.00177232	0.00870699	0.0188851	0.00515639	0.00659683	0.027948	0.0226119	0.00033131	0.00452773	0.0193356	0.0077116	0.00948246	0.621399	1.1893	0.11692	0.351081	0.721399	1.3862	2.84834	8.55283	1.551895	0.2612457	0.00427036	0.00800035	0.0140736	0.00172442	0.00267932	0.00853673	0.00679649	0.00172464	0.00197897	0.00487837	0.00688127	0.00449598	0.00202139	0.00728477	0.00181113	0.00163798	0.0175303	0.0152773	0.00407631	0.0136436	0.00492857	0.00080618	0.00118919	0.023764	0.00358012	0.0199997	0.00256895	0.0169635	0.00887028	0.00654716	0.00907081	0.0025515	0.0195353	0.000676063	0.0132047	0.00518904	0.022771	0.0248723	0.00725584	0.0207237	7.35288e-06	0.00865466	0.00563323	0.0100147	0.0075325	0.00165913	0.00740554	0.00708458	0.00869404	0.00631023	0.011622	0.00070182	0.0159556	0.00424135	0.0113525	0.0113241	0.00257144	0.00973568	1.97456e-05	0.00144386	0.00275054	0.0173187	0.0121927	0.00167244	0.00242156	0.00218261	0.00327448	0.00113072	0.00282859	0.00223726	0.00175092	0.00289064	0.000407508	0.0130314	0.000410609	0.0135837	0.0191445	0.00698237	0.000234084	0.00136942	0.00939191	0.00898441	0.00736085	0.0239854	0.00970332	0.00330091	0.000439179	0.00560625	0.00690605	0.00388347	0.00526613	0.0161485	0.00311081	0.00795034	0.000305508	0.00412223	0.00821553	0.00559757	0.000942615	0.00824907	0.0137125	0.00267164	0.011328	0.00741738	0.0110981	6.59858e-07	0.00232275	0.00776933	0.0072926	0.00367107	0.000532769	0.0023211	0.00186901	0.00417085	0.0340447	0.0123443	0.00372539	0.00458441	0.0138373	0.00629609	0.00200269	0.00607477	0.000100755	0.00626808	0.0249792	0.000905079	0.0123888	0.000967373	0.00475248	0.0103079	0.00281448	0.0036007	0.0152547	0.0123421	0.000180837	0.00247134	0.0105538	0.00420918	0.00517575	1.832094
